Health,NeighNum,DistFood,DistSafe,DistFox,Seek Food,Eat
1,3,0,1,3,0,0
1,3,0,2,0,0,0
1,3,0,2,1,0,0
1,3,0,2,2,0,0
1,3,0,2,3,0,0
1,3,0,3,0,0,0
1,3,0,3,1,-0.236487378606233,-0.236487378606233
1,3,0,3,2,0,0
1,3,0,3,3,0,0
1,3,1,0,0,0,0
1,3,1,0,1,0,0
1,3,1,0,2,0,0
1,3,1,0,3,0,0
1,3,1,1,0,0,0
1,3,1,1,1,0,0
1,3,1,1,2,0,0
1,3,1,1,3,0,0
1,3,1,2,0,0,0
1,3,1,2,1,0,0
1,3,1,2,2,0,0
1,3,1,2,3,0,0
1,3,1,3,0,-0.841987090902357,-0.841987090902357
1,3,1,3,1,-1.14075270626911,-1.14075270626911
1,3,1,3,2,0,0
1,3,1,3,3,0,0
1,3,2,0,0,0,0
1,3,2,0,1,0,0
1,3,2,0,2,0,0
1,3,2,0,3,0,0
1,3,2,1,0,0,0
1,3,2,1,1,0,0
1,3,2,1,2,0,0
1,3,2,1,3,0,0
1,3,2,2,0,0,0
1,3,2,2,1,0,0
1,3,2,2,2,0,0
1,3,2,2,3,0,0
1,3,2,3,0,0,0
1,3,2,3,1,-0.464834022826375,-0.464834022826375
1,3,2,3,2,0,0
1,3,2,3,3,0,0
1,3,3,0,0,0,0
1,3,3,0,1,0,0
1,3,3,0,2,0,0
1,3,3,0,3,0,0
1,3,3,1,0,0,0
1,3,3,1,1,0,0
1,3,3,1,2,0,0
1,3,3,1,3,0,0
1,3,3,2,0,0,0
1,3,3,2,1,0,0
1,3,3,2,2,0,0
1,3,3,2,3,0,0
1,3,3,3,0,0,0
1,3,3,3,1,-1.61832647546976,-1.61832647546976
1,3,3,3,2,0,0
1,3,3,3,3,-1.6680497032364,-1.6680497032364
2,0,0,0,0,0,0
2,0,0,0,1,0,0
2,0,0,0,2,0,0
2,0,0,0,3,0,0
2,0,0,1,0,0,0
2,0,0,1,1,0,0
2,0,0,1,2,0,0
2,0,0,1,3,0,0
2,0,0,2,0,0,0
2,0,0,2,1,0,0
2,0,0,2,2,0,0
2,0,0,2,3,0,0
2,0,0,3,0,-1.57927822007052,-1.57927822007052
2,0,0,3,1,-0.894488124860877,-0.733577232282283
2,0,0,3,2,-1.84620356892927,-1.82991356336833
2,0,0,3,3,-3.10031942168396,-3.10026852745326
2,0,1,0,0,0,0
2,0,1,0,1,0,0
2,0,1,0,2,0,0
2,0,1,0,3,0,0
2,0,1,1,0,0,0
2,0,1,1,1,0,0
2,0,1,1,2,0,0
2,0,1,1,3,0,0
2,0,1,2,0,0,0
2,0,1,2,1,0,0
2,0,1,2,2,0,0
2,0,1,2,3,0,0
2,0,1,3,0,-2.85590869470155,-2.85590869470155
2,0,1,3,1,-1.58338818938203,-1.58338818938203
2,0,1,3,2,0,0
2,0,1,3,3,0,0
2,0,2,0,0,0,0
2,0,2,0,1,0,0
2,0,2,0,2,0,0
2,0,2,0,3,0,0
2,0,2,1,0,0,0
2,0,2,1,1,0,0
2,0,2,1,2,0,0
2,0,2,1,3,0,0
2,0,2,2,0,0,0
2,0,2,2,1,0,0
2,0,2,2,2,0,0
2,0,2,2,3,0,0
2,0,2,3,0,-2.68351764631925,-2.68351764631925
2,0,2,3,1,-2.12939014561266,-2.12939014561266
2,0,2,3,2,0,0
2,0,2,3,3,0,0
2,0,3,0,0,0,0
2,0,3,0,1,0,0
2,0,3,0,2,0,0
2,0,3,0,3,0,0
2,0,3,1,0,-1.79489984615345,-1.79489984615345
2,0,3,1,1,-0.998388943020644,-0.998388943020644
2,0,3,1,2,0,0
2,0,3,1,3,0,0
2,0,3,2,0,-3.08204381542505,-3.08204381542505
2,0,3,2,1,-1.24622643149624,-1.24622643149624
2,0,3,2,2,0,0
2,0,3,2,3,0,0
2,0,3,3,0,-3.52262369532173,-3.52262369532173
2,0,3,3,1,-2.47784231528495,-2.47784231528495
2,0,3,3,2,0,0
2,0,3,3,3,-0.56207844650051,-0.56207844650051
2,1,0,0,0,0,0
2,1,0,0,1,0,0
2,1,0,0,2,0,0
2,1,0,0,3,0,0
2,1,0,1,0,0,0
2,1,0,1,1,0,0
2,1,0,1,2,0,0
2,1,0,1,3,0,0
2,1,0,2,0,0,0
2,1,0,2,1,0,0
2,1,0,2,2,0,0
2,1,0,2,3,0,0
2,1,0,3,0,0,0
2,1,0,3,1,-0.577478821287761,-0.577478821287761
2,1,0,3,2,-0.202433706925933,-0.202433706925933
2,1,0,3,3,-1.41103506216418,-1.41103331270593
2,1,1,0,0,0,0
2,1,1,0,1,0,0
2,1,1,0,2,0,0
2,1,1,0,3,0,0
2,1,1,1,0,0,0
2,1,1,1,1,0,0
2,1,1,1,2,0,0
2,1,1,1,3,0,0
2,1,1,2,0,0,0
2,1,1,2,1,0,0
2,1,1,2,2,0,0
2,1,1,2,3,0,0
2,1,1,3,0,-2.34767766146578,-2.34767766146578
2,1,1,3,1,-1.11836597359495,-1.11836597359495
2,1,1,3,2,0,0
2,1,1,3,3,83.5654597609565,-0.835654597609565
2,1,2,0,0,0,0
2,1,2,0,1,0,0
2,1,2,0,2,0,0
2,1,2,0,3,0,0
2,1,2,1,0,0,0
2,1,2,1,1,0,0
2,1,2,1,2,0,0
2,1,2,1,3,0,0
2,1,2,2,0,0,0
2,1,2,2,1,0,0
2,1,2,2,2,0,0
2,1,2,2,3,0,0
2,1,2,3,0,-2.41374013403848,-2.41374013403848
2,1,2,3,1,-0.644329901531193,-0.644329901531193
2,1,2,3,2,0,0
2,1,2,3,3,-1.33981687458005,-1.33981687458005
2,1,3,0,0,0,0
2,1,3,0,1,0,0
2,1,3,0,2,0,0
2,1,3,0,3,0,0
2,1,3,1,0,-1.68112077729996,-1.68112077729996
2,1,3,1,1,-0.945431653501217,-0.945431653501217
2,1,3,1,2,0,0
2,1,3,1,3,-0.956693784845943,-0.956693784845943
2,1,3,2,0,-1.25553176813019,-1.25553176813019
2,1,3,2,1,-0.842970617836177,-0.842970617836177
2,1,3,2,2,0,0
2,1,3,2,3,0,0
2,1,3,3,0,-3.11237445282685,-3.11237445282685
2,1,3,3,1,-2.02698953815203,-2.02698953815203
2,1,3,3,2,0,0
2,1,3,3,3,-2.36038363518565,-2.36038363518565
2,2,0,0,0,0,0
2,2,0,0,1,0,0
2,2,0,0,2,0,0
2,2,0,0,3,0,0
2,2,0,1,0,0,0
2,2,0,1,1,0,0
2,2,0,1,2,0,0
2,2,0,1,3,0,0
2,2,0,2,0,0,0
2,2,0,2,1,0,0
2,2,0,2,2,0,0
2,2,0,2,3,0,0
2,2,0,3,0,0,0
2,2,0,3,1,0,0
2,2,0,3,2,-0.61745335286617,-0.61745335286617
2,2,0,3,3,0,0
2,2,1,0,0,0,0
2,2,1,0,1,0,0
2,2,1,0,2,0,0
2,2,1,0,3,0,0
2,2,1,1,0,0,0
2,2,1,1,1,0,0
2,2,1,1,2,0,0
2,2,1,1,3,0,0
2,2,1,2,0,0,0
2,2,1,2,1,0,0
2,2,1,2,2,0,0
2,2,1,2,3,0,0
2,2,1,3,0,-1.05518803008736,-1.05518803008736
2,2,1,3,1,-0.774993544439791,-0.774993544439791
2,2,1,3,2,61.3062532158119,0
2,2,1,3,3,51.5669638974324,0
2,2,2,0,0,0,0
2,2,2,0,1,0,0
2,2,2,0,2,0,0
2,2,2,0,3,0,0
2,2,2,1,0,0,0
2,2,2,1,1,0,0
2,2,2,1,2,0,0
2,2,2,1,3,0,0
2,2,2,2,0,0,0
2,2,2,2,1,0,0
2,2,2,2,2,0,0
2,2,2,2,3,0,0
2,2,2,3,0,-1.69875956671749,-1.69875956671749
2,2,2,3,1,0,0
2,2,2,3,2,0,0
2,2,2,3,3,0,0
2,2,3,0,0,0,0
2,2,3,0,1,0,0
2,2,3,0,2,0,0
2,2,3,0,3,0,0
2,2,3,1,0,0,0
2,2,3,1,1,0,0
2,2,3,1,2,0,0
2,2,3,1,3,-0.491910805809576,-0.491910805809576
2,2,3,2,0,-0.35342627677503,-0.35342627677503
2,2,3,2,1,0,0
2,2,3,2,2,0,0
2,2,3,2,3,-1.49066320761044,-1.49066320761044
2,2,3,3,0,-2.72131058393119,-2.72131058393119
2,2,3,3,1,-0.657174155629279,-0.657174155629279
2,2,3,3,2,0,0
2,2,3,3,3,-2.16935214208232,-2.16935214208232
2,3,0,0,0,0,0
2,3,0,0,1,0,0
2,3,0,0,2,0,0
2,3,0,0,3,0,0
2,3,0,1,0,0,0
2,3,0,1,1,0,0
2,3,0,1,2,0,0
2,3,0,1,3,0,0
2,3,0,2,0,0,0
2,3,0,2,1,0,0
2,3,0,2,2,0,0
2,3,0,2,3,0,0
2,3,0,3,0,0,0
2,3,0,3,1,0,0
2,3,0,3,2,0,0
2,3,0,3,3,-0.171795071084219,-0.171795071084219
2,3,1,0,0,0,0
2,3,1,0,1,0,0
2,3,1,0,2,0,0
2,3,1,0,3,0,0
2,3,1,1,0,0,0
2,3,1,1,1,0,0
2,3,1,1,2,0,0
2,3,1,1,3,0,0
2,3,1,2,0,0,0
2,3,1,2,1,0,0
2,3,1,2,2,0,0
2,3,1,2,3,0,0
2,3,1,3,0,-0.591871634738904,-0.591871634738904
2,3,1,3,1,0,0
2,3,1,3,2,0,0
2,3,1,3,3,0,0
2,3,2,0,0,0,0
2,3,2,0,1,0,0
2,3,2,0,2,0,0
2,3,2,0,3,0,0
2,3,2,1,0,0,0
2,3,2,1,1,0,0
2,3,2,1,2,0,0
2,3,2,1,3,0,0
2,3,2,2,0,0,0
2,3,2,2,1,0,0
2,3,2,2,2,0,0
2,3,2,2,3,0,0
2,3,2,3,0,0,0
2,3,2,3,1,0,0
2,3,2,3,2,0,0
2,3,2,3,3,0,0
2,3,3,0,0,0,0
2,3,3,0,1,0,0
2,3,3,0,2,0,0
2,3,3,0,3,0,0
2,3,3,1,0,0,0
2,3,3,1,1,0,0
2,3,3,1,2,0,0
2,3,3,1,3,0,0
2,3,3,2,0,-0.163770360949636,-0.163770360949636
2,3,3,2,1,-0.320891371782813,-0.320891371782813
2,3,3,2,2,-0.163767380922702,-0.163767380922702
2,3,3,2,3,0,0
2,3,3,3,0,-0.526408147299365,-0.526408147299365
2,3,3,3,1,0,0
2,3,3,3,2,0,0
2,3,3,3,3,0,0
3,0,0,0,0,0,0
3,0,0,0,1,0,0
3,0,0,0,2,0,0
3,0,0,0,3,0,0
3,0,0,1,0,0,0
3,0,0,1,1,0,0
3,0,0,1,2,0,0
3,0,0,1,3,0,0
3,0,0,2,0,0,0
3,0,0,2,1,0,0
3,0,0,2,2,0,0
3,0,0,2,3,0,0
3,0,0,3,0,-0.274935089595377,-0.274935089595377
3,0,0,3,1,-1.47113626832493,-1.47113626832493
3,0,0,3,2,-3.50208434294511,-3.50088028737227
3,0,0,3,3,-4.17270928642814,-4.17213597372622
3,0,1,0,0,0,0
3,0,1,0,1,0,0
3,0,1,0,2,0,0
3,0,1,0,3,0,0
3,0,1,1,0,0,0
3,0,1,1,1,0,0
3,0,1,1,2,0,0
3,0,1,1,3,0,0
3,0,1,2,0,0,0
3,0,1,2,1,0,0
3,0,1,2,2,0,0
3,0,1,2,3,0,0
3,0,1,3,0,-2.63995917532507,-2.63995917532507
3,0,1,3,1,-3.3990709600226,-3.3990709600226
3,0,1,3,2,-3.54339086253612,-3.54339086253612
3,0,1,3,3,-3.92976291612377,-3.92976291612377
3,0,2,0,0,0,0
3,0,2,0,1,0,0
3,0,2,0,2,0,0
3,0,2,0,3,0,0
3,0,2,1,0,0,0
3,0,2,1,1,0,0
3,0,2,1,2,0,0
3,0,2,1,3,0,0
3,0,2,2,0,0,0
3,0,2,2,1,0,0
3,0,2,2,2,0,0
3,0,2,2,3,0,0
3,0,2,3,0,-2.64897746697347,-2.64897746697347
3,0,2,3,1,-3.33555651770856,-3.33555651770856
3,0,2,3,2,-3.25174333518193,-3.25174333518193
3,0,2,3,3,-3.65577034197019,-3.65577034197019
3,0,3,0,0,0,0
3,0,3,0,1,0,0
3,0,3,0,2,0,0
3,0,3,0,3,0,0
3,0,3,1,0,-1.68864997804566,-1.68864997804566
3,0,3,1,1,-2.64186496025502,-2.64186496025502
3,0,3,1,2,-2.42815759398248,-2.42815759398248
3,0,3,1,3,-3.15439696356821,-3.15439696356821
3,0,3,2,0,-2.79345963863049,-2.79345963863049
3,0,3,2,1,-2.50511124661606,-2.50511124661606
3,0,3,2,2,-2.48379118756735,-2.48379118756735
3,0,3,2,3,-3.36374466268933,-3.36374466268933
3,0,3,3,0,-3.24239665480201,-3.24239665480201
3,0,3,3,1,-4.07197402281132,-4.07197402281132
3,0,3,3,2,-4.13555605673114,-4.13555605673114
3,0,3,3,3,-4.24146646522407,-4.24146646522407
3,1,0,0,0,0,0
3,1,0,0,1,0,0
3,1,0,0,2,0,0
3,1,0,0,3,0,0
3,1,0,1,0,0,0
3,1,0,1,1,0,0
3,1,0,1,2,0,0
3,1,0,1,3,0,0
3,1,0,2,0,0,0
3,1,0,2,1,0,0
3,1,0,2,2,0,0
3,1,0,2,3,0,0
3,1,0,3,0,0,0
3,1,0,3,1,-0.385656228854719,-0.385652100680455
3,1,0,3,2,-0.552372364787856,-0.552370205621353
3,1,0,3,3,-3.25424129013423,-3.25390803593837
3,1,1,0,0,0,0
3,1,1,0,1,0,0
3,1,1,0,2,0,0
3,1,1,0,3,0,0
3,1,1,1,0,0,0
3,1,1,1,1,0,0
