Health,NeighNum,DistFood,DistSafe,DistFox,Flee,Seek Safe
1,3,0,1,0,0,0
1,3,0,1,1,0,0
1,3,0,1,2,0,0
1,3,0,1,3,0,0
1,3,0,2,0,0,0
1,3,0,2,1,0,0
1,3,0,2,2,0,0
1,3,0,2,3,0,0
1,3,0,3,0,0,0
1,3,0,3,1,-0.223847191235402,-0.223847191235402
1,3,0,3,2,0,0
1,3,0,3,3,0,0
1,3,1,0,0,0,0
1,3,1,0,1,0,0
1,3,1,0,2,0,0
1,3,1,0,3,0,0
1,3,1,1,0,0,0
1,3,1,1,1,0,0
1,3,1,1,2,0,0
1,3,1,1,3,0,0
1,3,1,2,0,0,0
1,3,1,2,1,0,0
1,3,1,2,2,0,0
1,3,1,2,3,0,0
1,3,1,3,0,0,0
1,3,1,3,1,-1.14045238115972,-1.14045238115972
1,3,1,3,2,0,0
1,3,1,3,3,0,0
1,3,2,0,0,0,0
1,3,2,0,1,0,0
1,3,2,0,2,0,0
1,3,2,0,3,0,0
1,3,2,1,0,0,0
1,3,2,1,1,0,0
1,3,2,1,2,0,0
1,3,2,1,3,0,0
1,3,2,2,0,0,0
1,3,2,2,1,0,0
1,3,2,2,2,0,0
1,3,2,2,3,0,0
1,3,2,3,0,0,0
1,3,2,3,1,-0.526127471257538,-0.526127471257538
1,3,2,3,2,0,0
1,3,2,3,3,0,0
1,3,3,0,0,0,0
1,3,3,0,1,0,0
1,3,3,0,2,0,0
1,3,3,0,3,0,0
1,3,3,1,0,0,0
1,3,3,1,1,0,0
1,3,3,1,2,0,0
1,3,3,1,3,0,0
1,3,3,2,0,0,0
1,3,3,2,1,0,0
1,3,3,2,2,0,0
1,3,3,2,3,0,0
1,3,3,3,0,0,-0.654593065822606
1,3,3,3,1,0.911163135153978,-1.72436436695124
1,3,3,3,2,-0.17343714220969,-0.17343714220969
1,3,3,3,3,-1.37833276209652,-1.37833276209652
2,0,0,0,0,0,0
2,0,0,0,1,0,0
2,0,0,0,2,0,0
2,0,0,0,3,0,0
2,0,0,1,0,0,0
2,0,0,1,1,0,0
2,0,0,1,2,0,0
2,0,0,1,3,0,0
2,0,0,2,0,0,0
2,0,0,2,1,0,0
2,0,0,2,2,0,0
2,0,0,2,3,0,0
2,0,0,3,0,-1.57683535403121,-1.57683535403121
2,0,0,3,1,0,0
2,0,0,3,2,0,0
2,0,0,3,3,-2.17559942691163,-2.17559942691163
2,0,1,0,0,0,0
2,0,1,0,1,0,0
2,0,1,0,2,0,0
2,0,1,0,3,0,0
2,0,1,1,0,0,0
2,0,1,1,1,0,0
2,0,1,1,2,0,0
2,0,1,1,3,0,0
2,0,1,2,0,0,0
2,0,1,2,1,0,0
2,0,1,2,2,0,0
2,0,1,2,3,0,0
2,0,1,3,0,-2.94711765944183,-2.94711765944183
2,0,1,3,1,-1.59553541009641,-1.59553541009641
2,0,1,3,2,0,0
2,0,1,3,3,0,0
2,0,2,0,0,0,0
2,0,2,0,1,0,0
2,0,2,0,2,0,0
2,0,2,0,3,0,0
2,0,2,1,0,0,0
2,0,2,1,1,0,0
2,0,2,1,2,0,0
2,0,2,1,3,0,0
2,0,2,2,0,0,0
2,0,2,2,1,0,0
2,0,2,2,2,0,0
2,0,2,2,3,0,0
2,0,2,3,0,-2.74239579036868,-2.74239579036868
2,0,2,3,1,-2.17206505899621,-2.17206505899621
2,0,2,3,2,0,0
2,0,2,3,3,0,0
2,0,3,0,0,0,0
2,0,3,0,1,0,0
2,0,3,0,2,0,0
2,0,3,0,3,0,0
2,0,3,1,0,-2.01393999771685,-2.01393999771685
2,0,3,1,1,-1.20743834835546,-1.20743834835546
2,0,3,1,2,0,0
2,0,3,1,3,0,0
2,0,3,2,0,-2.84249323310645,-2.84249323310645
2,0,3,2,1,-1.18171093408975,-1.18171093408975
2,0,3,2,2,0,0
2,0,3,2,3,0,0
2,0,3,3,0,-3.72420219677748,-3.72420219677748
2,0,3,3,1,-2.38040541031765,-2.38040541031765
2,0,3,3,2,0,0
2,0,3,3,3,-0.56029384833574,-0.56029384833574
2,1,0,0,0,0,0
2,1,0,0,1,0,0
2,1,0,0,2,0,0
2,1,0,0,3,0,0
2,1,0,1,0,0,0
2,1,0,1,1,0,0
2,1,0,1,2,0,0
2,1,0,1,3,0,0
2,1,0,2,0,0,0
2,1,0,2,1,0,0
2,1,0,2,2,0,0
2,1,0,2,3,0,0
2,1,0,3,0,-0.797377516250963,-0.797377516250963
2,1,0,3,1,0,0
2,1,0,3,2,0,0
2,1,0,3,3,-1.43406242691542,-1.43406242691542
2,1,1,0,0,0,0
2,1,1,0,1,0,0
2,1,1,0,2,0,0
2,1,1,0,3,0,0
2,1,1,1,0,0,0
2,1,1,1,1,0,0
2,1,1,1,2,0,0
2,1,1,1,3,0,0
2,1,1,2,0,0,0
2,1,1,2,1,0,0
2,1,1,2,2,0,0
2,1,1,2,3,0,0
2,1,1,3,0,-2.19742280649689,-2.19742280649689
2,1,1,3,1,-0.842144663106156,-0.842144663106156
2,1,1,3,2,0,0
2,1,1,3,3,0,0
2,1,2,0,0,0,0
2,1,2,0,1,0,0
2,1,2,0,2,0,0
2,1,2,0,3,0,0
2,1,2,1,0,0,0
2,1,2,1,1,0,0
2,1,2,1,2,0,0
2,1,2,1,3,0,0
2,1,2,2,0,0,0
2,1,2,2,1,0,0
2,1,2,2,2,0,0
2,1,2,2,3,0,0
2,1,2,3,0,-2.11592400490546,-2.11592400490546
2,1,2,3,1,-0.64207748199734,-0.64207748199734
2,1,2,3,2,0,0
2,1,2,3,3,-1.33773402260168,-1.33773402260168
2,1,3,0,0,0,0
2,1,3,0,1,0,0
2,1,3,0,2,0,0
2,1,3,0,3,0,0
2,1,3,1,0,-1.88871256712612,-1.88871256712612
2,1,3,1,1,-0.573029420769115,-0.573029420769115
2,1,3,1,2,0,0
2,1,3,1,3,-0.731112919794026,-0.731112919794026
2,1,3,2,0,-1.42179856625089,-1.42179856625089
2,1,3,2,1,-0.84896740433385,-0.84896740433385
2,1,3,2,2,0,0
2,1,3,2,3,0,0
2,1,3,3,0,-2.81558578597438,-2.81558578597438
2,1,3,3,1,-1.68563596671429,-1.68563596671429
2,1,3,3,2,0,0
2,1,3,3,3,-1.39873545914549,-1.39873545914549
2,2,0,0,0,0,0
2,2,0,0,1,0,0
2,2,0,0,2,0,0
2,2,0,0,3,0,0
2,2,0,1,0,0,0
2,2,0,1,1,0,0
2,2,0,1,2,0,0
2,2,0,1,3,0,0
2,2,0,2,0,0,0
2,2,0,2,1,0,0
2,2,0,2,2,0,0
2,2,0,2,3,0,0
2,2,0,3,0,0,0
2,2,0,3,1,0,0
2,2,0,3,2,-0.616100771612745,-0.616100771612745
2,2,0,3,3,0,0
2,2,1,0,0,0,0
2,2,1,0,1,0,0
2,2,1,0,2,0,0
2,2,1,0,3,0,0
2,2,1,1,0,0,0
2,2,1,1,1,0,0
2,2,1,1,2,0,0
2,2,1,1,3,0,0
2,2,1,2,0,0,0
2,2,1,2,1,0,0
2,2,1,2,2,0,0
2,2,1,2,3,0,0
2,2,1,3,0,-1.31800063547914,-1.31800063547914
2,2,1,3,1,-1.07089080508871,-1.07089080508871
2,2,1,3,2,0,0
2,2,1,3,3,-0.734274295656836,-0.734274295656836
2,2,2,0,0,0,0
2,2,2,0,1,0,0
2,2,2,0,2,0,0
2,2,2,0,3,0,0
2,2,2,1,0,0,0
2,2,2,1,1,0,0
2,2,2,1,2,0,0
2,2,2,1,3,0,0
2,2,2,2,0,0,0
2,2,2,2,1,0,0
2,2,2,2,2,0,0
2,2,2,2,3,0,0
2,2,2,3,0,-1.83841874096021,-1.83841874096021
2,2,2,3,1,0,0
2,2,2,3,2,0,0
2,2,2,3,3,-0.39960927654779,-0.39960927654779
2,2,3,0,0,0,0
2,2,3,0,1,0,0
2,2,3,0,2,0,0
2,2,3,0,3,0,0
2,2,3,1,0,0,0
2,2,3,1,1,0,0
2,2,3,1,2,0,0
2,2,3,1,3,-0.489130440423608,-0.489130440423608
2,2,3,2,0,-0.476825287566234,-0.476825287566234
2,2,3,2,1,0,0
2,2,3,2,2,0,0
2,2,3,2,3,-1.31067919925758,-1.31067919925758
2,2,3,3,0,-2.87240890931872,-2.87240890931872
2,2,3,3,1,0,0
2,2,3,3,2,0,0
2,2,3,3,3,0,0
2,3,0,0,0,0,0
2,3,0,0,1,0,0
2,3,0,0,2,0,0
2,3,0,0,3,0,0
2,3,0,1,0,0,0
2,3,0,1,1,0,0
2,3,0,1,2,0,0
2,3,0,1,3,0,0
2,3,0,2,0,0,0
2,3,0,2,1,0,0
2,3,0,2,2,0,0
2,3,0,2,3,0,0
2,3,0,3,0,0,0
2,3,0,3,1,0,0
2,3,0,3,2,0,0
2,3,0,3,3,-0.147352568684874,-0.147352568684874
2,3,1,0,0,0,0
2,3,1,0,1,0,0
2,3,1,0,2,0,0
2,3,1,0,3,0,0
2,3,1,1,0,0,0
2,3,1,1,1,0,0
2,3,1,1,2,0,0
2,3,1,1,3,0,0
2,3,1,2,0,0,0
2,3,1,2,1,0,0
2,3,1,2,2,0,0
2,3,1,2,3,0,0
2,3,1,3,0,-0.590125242822172,-0.590125242822172
2,3,1,3,1,0,0
2,3,1,3,2,0,0
2,3,1,3,3,0,0
2,3,2,0,0,0,0
2,3,2,0,1,0,0
2,3,2,0,2,0,0
2,3,2,0,3,0,0
2,3,2,1,0,0,0
2,3,2,1,1,0,0
2,3,2,1,2,0,0
2,3,2,1,3,0,0
2,3,2,2,0,0,0
2,3,2,2,1,0,0
2,3,2,2,2,0,0
2,3,2,2,3,0,0
2,3,2,3,0,0,0
2,3,2,3,1,0,0
2,3,2,3,2,0,0
2,3,2,3,3,0,0
2,3,3,0,0,0,0
2,3,3,0,1,0,0
2,3,3,0,2,0,0
2,3,3,0,3,0,0
2,3,3,1,0,0,0
2,3,3,1,1,0,0
2,3,3,1,2,0,0
2,3,3,1,3,0,0
2,3,3,2,0,-0.139359876622441,-0.139359876622441
2,3,3,2,1,-0.274331419367805,-0.274331419367805
2,3,3,2,2,-0.139357718747552,-0.139357718747552
2,3,3,2,3,0,0
2,3,3,3,0,-0.524475530003815,-0.524475530003815
2,3,3,3,1,0,0
2,3,3,3,2,0,0
2,3,3,3,3,0,0
3,0,0,0,0,0,0
3,0,0,0,1,0,0
3,0,0,0,2,0,0
3,0,0,0,3,0,0
3,0,0,1,0,0,0
3,0,0,1,1,0,0
3,0,0,1,2,0,0
3,0,0,1,3,0,0
3,0,0,2,0,0,0
3,0,0,2,1,0,0
3,0,0,2,2,0,0
3,0,0,2,3,0,0
3,0,0,3,0,-0.26450361960089,-0.26450361960089
3,0,0,3,1,-1.34062355807519,-1.34062355807519
3,0,0,3,2,-1.40350725400228,-1.40350725400228
3,0,0,3,3,-3.73034644209203,-3.73034644209203
3,0,1,0,0,0,0
3,0,1,0,1,0,0
3,0,1,0,2,0,0
3,0,1,0,3,0,0
3,0,1,1,0,0,0
3,0,1,1,1,0,0
3,0,1,1,2,0,0
3,0,1,1,3,0,0
3,0,1,2,0,0,0
3,0,1,2,1,0,0
3,0,1,2,2,0,0
3,0,1,2,3,0,0
3,0,1,3,0,-2.61531822934313,-2.61531822934313
3,0,1,3,1,-2.58886890021455,-2.58886890021455
3,0,1,3,2,-2.90671819624272,-2.90671819624272
3,0,1,3,3,-3.12263630949638,-3.12263630949638
3,0,2,0,0,0,0
3,0,2,0,1,0,0
3,0,2,0,2,0,0
3,0,2,0,3,0,0
3,0,2,1,0,0,0
3,0,2,1,1,0,0
3,0,2,1,2,0,0
3,0,2,1,3,0,0
3,0,2,2,0,0,0
3,0,2,2,1,0,0
3,0,2,2,2,0,0
3,0,2,2,3,0,0
3,0,2,3,0,-2.58972170046416,-2.58972170046416
3,0,2,3,1,-2.52289798298809,-2.52289798298809
3,0,2,3,2,-0.536352806428189,-0.536352806428189
3,0,2,3,3,-3.35936618009579,-3.35936618009579
3,0,3,0,0,0,0
3,0,3,0,1,0,0
3,0,3,0,2,0,0
3,0,3,0,3,0,0
3,0,3,1,0,-1.83963381659798,-1.83963381659798
3,0,3,1,1,-2.02358205309352,-2.02358205309352
3,0,3,1,2,-1.19156436296215,-1.19156436296215
3,0,3,1,3,-1.06572411519501,-1.06572411519501
3,0,3,2,0,-2.96015821999932,-2.96015821999932
3,0,3,2,1,-2.42239537408744,-2.42239537408744
3,0,3,2,2,-1.53490773883534,-1.53490773883534
3,0,3,2,3,-2.11677163162395,-2.11677163162395
3,0,3,3,0,-3.34141610699777,-3.34141610699777
3,0,3,3,1,-3.39104407679773,-3.39104407679773
3,0,3,3,2,-3.96699062600097,-3.96699062600097
3,0,3,3,3,-4.09031049990063,-4.09031049990063
3,1,0,0,0,0,0
3,1,0,0,1,0,0
3,1,0,0,2,0,0
3,1,0,0,3,0,0
3,1,0,1,0,0,0
3,1,0,1,1,0,0
3,1,0,1,2,0,0
3,1,0,1,3,0,0
3,1,0,2,0,0,0
3,1,0,2,1,0,0
3,1,0,2,2,0,0
3,1,0,2,3,0,0
3,1,0,3,0,-0.721535984431294,-0.721535984431294
3,1,0,3,1,-1.10495823127935,-1.10495823127935
3,1,0,3,2,0,0
3,1,0,3,3,-2.99983990180583,-2.99983990180583
3,1,1,0,0,0,0
3,1,1,0,1,0,0
3,1,1,0,2,0,0
3,1,1,0,3,0,0
3,1,1,1,0,0,0
3,1,1,1,1,0,0
3,1,1,1,2,0,0
