Health,NeighNum,DistFood,DistSafe,DistEnemy,Flee,SeekSafe,SeekFood,Eat,Flock,Wander,Charge,Assist
0,1,2,2,2,-300,-300,-300,-300,-300,-300,-300,-300
0,1,2,2,3,-300,-300,-300,-300,-300,-300,-300,-300
0,1,2,3,0,-300,-300,-300,-300,-300,-300,-300,-300
0,1,2,3,1,-300,-300,-300,-300,-300,-300,-300,-300
0,1,2,3,2,-300,-300,-300,-300,-300,-300,-300,-300
0,1,2,3,3,-300,-300,-300,-300,-300,-300,-300,-300
0,1,3,0,0,-300,-300,-300,-300,-300,-300,-300,-300
0,1,3,0,1,-300,-300,-300,-300,-300,-300,-300,-300
0,1,3,0,2,-300,-300,-300,-300,-300,-300,-300,-300
0,1,3,0,3,-300,-300,-300,-300,-300,-300,-300,-300
0,1,3,1,0,-300,-300,-300,-300,-300,-300,-300,-300
0,1,3,1,1,-300,-300,-300,-300,-300,-300,-300,-300
0,1,3,1,2,-300,-300,-300,-300,-300,-300,-300,-300
0,1,3,1,3,-300,-300,-300,-300,-300,-300,-300,-300
0,1,3,2,0,-300,-300,-300,-300,-300,-300,-300,-300
0,1,3,2,1,-300,-300,-300,-300,-300,-300,-300,-300
0,1,3,2,2,-300,-300,-300,-300,-300,-300,-300,-300
0,1,3,2,3,-300,-300,-300,-300,-300,-300,-300,-300
0,1,3,3,0,-300,-300,-300,-300,-300,-300,-300,-300
0,1,3,3,1,-300,-300,-300,-300,-300,-300,-300,-300
0,1,3,3,2,-300,-300,-300,-300,-300,-300,-300,-300
0,1,3,3,3,-300,-300,-300,-300,-300,-300,-300,-300
0,2,0,0,0,-300,-300,-300,-300,-300,-300,-300,-300
0,2,0,0,1,-300,-300,-300,-300,-300,-300,-300,-300
0,2,0,0,2,-300,-300,-300,-300,-300,-300,-300,-300
0,2,0,0,3,-300,-300,-300,-300,-300,-300,-300,-300
0,2,0,1,0,-300,-300,-300,-300,-300,-300,-300,-300
0,2,0,1,1,-300,-300,-300,-300,-300,-300,-300,-300
0,2,0,1,2,-300,-300,-300,-300,-300,-300,-300,-300
0,2,0,1,3,-300,-300,-300,-300,-300,-300,-300,-300
0,2,0,2,0,-300,-300,-300,-300,-300,-300,-300,-300
0,2,0,2,1,-300,-300,-300,-300,-300,-300,-300,-300
0,2,0,2,2,-300,-300,-300,-300,-300,-300,-300,-300
0,2,0,2,3,-300,-300,-300,-300,-300,-300,-300,-300
0,2,0,3,0,-300,-300,-300,-300,-300,-300,-300,-300
0,2,0,3,1,-300,-300,-300,-300,-300,-300,-300,-300
0,2,0,3,2,-300,-300,-300,-300,-300,-300,-300,-300
0,2,0,3,3,-300,-300,-300,-300,-300,-300,-300,-300
0,2,1,0,0,-300,-300,-300,-300,-300,-300,-300,-300
0,2,1,0,1,-300,-300,-300,-300,-300,-300,-300,-300
0,2,1,0,2,-300,-300,-300,-300,-300,-300,-300,-300
0,2,1,0,3,-300,-300,-300,-300,-300,-300,-300,-300
0,2,1,1,0,-300,-300,-300,-300,-300,-300,-300,-300
0,2,1,1,1,-300,-300,-300,-300,-300,-300,-300,-300
0,2,1,1,2,-300,-300,-300,-300,-300,-300,-300,-300
0,2,1,1,3,-300,-300,-300,-300,-300,-300,-300,-300
0,2,1,2,0,-300,-300,-300,-300,-300,-300,-300,-300
0,2,1,2,1,-300,-300,-300,-300,-300,-300,-300,-300
0,2,1,2,2,-300,-300,-300,-300,-300,-300,-300,-300
0,2,1,2,3,-300,-300,-300,-300,-300,-300,-300,-300
0,2,1,3,0,-300,-300,-300,-300,-300,-300,-300,-300
0,2,1,3,1,-300,-300,-300,-300,-300,-300,-300,-300
0,2,1,3,2,-300,-300,-300,-300,-300,-300,-300,-300
0,2,1,3,3,-300,-300,-300,-300,-300,-300,-300,-300
0,2,2,0,0,-300,-300,-300,-300,-300,-300,-300,-300
0,2,2,0,1,-300,-300,-300,-300,-300,-300,-300,-300
0,2,2,0,2,-300,-300,-300,-300,-300,-300,-300,-300
0,2,2,0,3,-300,-300,-300,-300,-300,-300,-300,-300
0,2,2,1,0,-300,-300,-300,-300,-300,-300,-300,-300
0,2,2,1,1,-300,-300,-300,-300,-300,-300,-300,-300
0,2,2,1,2,-300,-300,-300,-300,-300,-300,-300,-300
0,2,2,1,3,-300,-300,-300,-300,-300,-300,-300,-300
0,2,2,2,0,-300,-300,-300,-300,-300,-300,-300,-300
0,2,2,2,1,-300,-300,-300,-300,-300,-300,-300,-300
0,2,2,2,2,-300,-300,-300,-300,-300,-300,-300,-300
0,2,2,2,3,-300,-300,-300,-300,-300,-300,-300,-300
0,2,2,3,0,-300,-300,-300,-300,-300,-300,-300,-300
0,2,2,3,1,-300,-300,-300,-300,-300,-300,-300,-300
0,2,2,3,2,-300,-300,-300,-300,-300,-300,-300,-300
0,2,2,3,3,-300,-300,-300,-300,-300,-300,-300,-300
0,2,3,0,0,-300,-300,-300,-300,-300,-300,-300,-300
0,2,3,0,1,-300,-300,-300,-300,-300,-300,-300,-300
0,2,3,0,2,-300,-300,-300,-300,-300,-300,-300,-300
0,2,3,0,3,-300,-300,-300,-300,-300,-300,-300,-300
0,2,3,1,0,-300,-300,-300,-300,-300,-300,-300,-300
0,2,3,1,1,-300,-300,-300,-300,-300,-300,-300,-300
0,2,3,1,2,-300,-300,-300,-300,-300,-300,-300,-300
0,2,3,1,3,-300,-300,-300,-300,-300,-300,-300,-300
0,2,3,2,0,-300,-300,-300,-300,-300,-300,-300,-300
0,2,3,2,1,-300,-300,-300,-300,-300,-300,-300,-300
0,2,3,2,2,-300,-300,-300,-300,-300,-300,-300,-300
0,2,3,2,3,-300,-300,-300,-300,-300,-300,-300,-300
0,2,3,3,0,-300,-300,-300,-300,-300,-300,-300,-300
0,2,3,3,1,-300,-300,-300,-300,-300,-300,-300,-300
0,2,3,3,2,-300,-300,-300,-300,-300,-300,-300,-300
0,2,3,3,3,-300,-300,-300,-300,-300,-300,-300,-300
0,3,0,0,0,-300,-300,-300,-300,-300,-300,-300,-300
0,3,0,0,1,-300,-300,-300,-300,-300,-300,-300,-300
0,3,0,0,2,-300,-300,-300,-300,-300,-300,-300,-300
0,3,0,0,3,-300,-300,-300,-300,-300,-300,-300,-300
0,3,0,1,0,-300,-300,-300,-300,-300,-300,-300,-300
0,3,0,1,1,-300,-300,-300,-300,-300,-300,-300,-300
0,3,0,1,2,-300,-300,-300,-300,-300,-300,-300,-300
0,3,0,1,3,-300,-300,-300,-300,-300,-300,-300,-300
0,3,0,2,0,-300,-300,-300,-300,-300,-300,-300,-300
0,3,0,2,1,-300,-300,-300,-300,-300,-300,-300,-300
0,3,0,2,2,-300,-300,-300,-300,-300,-300,-300,-300
0,3,0,2,3,-300,-300,-300,-300,-300,-300,-300,-300
0,3,0,3,0,-300,-300,-300,-300,-300,-300,-300,-300
0,3,0,3,1,-300,-300,-300,-300,-300,-300,-300,-300
0,3,0,3,2,-300,-300,-300,-300,-300,-300,-300,-300
0,3,0,3,3,-300,-300,-300,-300,-300,-300,-300,-300
0,3,1,0,0,-300,-300,-300,-300,-300,-300,-300,-300
0,3,1,0,1,-300,-300,-300,-300,-300,-300,-300,-300
0,3,1,0,2,-300,-300,-300,-300,-300,-300,-300,-300
0,3,1,0,3,-300,-300,-300,-300,-300,-300,-300,-300
0,3,1,1,0,-300,-300,-300,-300,-300,-300,-300,-300
0,3,1,1,1,-300,-300,-300,-300,-300,-300,-300,-300
0,3,1,1,2,-300,-300,-300,-300,-300,-300,-300,-300
0,3,1,1,3,-300,-300,-300,-300,-300,-300,-300,-300
0,3,1,2,0,-300,-300,-300,-300,-300,-300,-300,-300
0,3,1,2,1,-300,-300,-300,-300,-300,-300,-300,-300
0,3,1,2,2,-300,-300,-300,-300,-300,-300,-300,-300
0,3,1,2,3,-300,-300,-300,-300,-300,-300,-300,-300
0,3,1,3,0,-300,-300,-300,-300,-300,-300,-300,-300
0,3,1,3,1,-300,-300,-300,-300,-300,-300,-300,-300
0,3,1,3,2,-300,-300,-300,-300,-300,-300,-300,-300
0,3,1,3,3,-300,-300,-300,-300,-300,-300,-300,-300
0,3,2,0,0,-300,-300,-300,-300,-300,-300,-300,-300
0,3,2,0,1,-300,-300,-300,-300,-300,-300,-300,-300
0,3,2,0,2,-300,-300,-300,-300,-300,-300,-300,-300
0,3,2,0,3,-300,-300,-300,-300,-300,-300,-300,-300
0,3,2,1,0,-300,-300,-300,-300,-300,-300,-300,-300
0,3,2,1,1,-300,-300,-300,-300,-300,-300,-300,-300
0,3,2,1,2,-300,-300,-300,-300,-300,-300,-300,-300
0,3,2,1,3,-300,-300,-300,-300,-300,-300,-300,-300
0,3,2,2,0,-300,-300,-300,-300,-300,-300,-300,-300
0,3,2,2,1,-300,-300,-300,-300,-300,-300,-300,-300
0,3,2,2,2,-300,-300,-300,-300,-300,-300,-300,-300
0,3,2,2,3,-300,-300,-300,-300,-300,-300,-300,-300
0,3,2,3,0,-300,-300,-300,-300,-300,-300,-300,-300
0,3,2,3,1,-300,-300,-300,-300,-300,-300,-300,-300
0,3,2,3,2,-300,-300,-300,-300,-300,-300,-300,-300
0,3,2,3,3,-300,-300,-300,-300,-300,-300,-300,-300
0,3,3,0,0,-300,-300,-300,-300,-300,-300,-300,-300
0,3,3,0,1,-300,-300,-300,-300,-300,-300,-300,-300
0,3,3,0,2,-300,-300,-300,-300,-300,-300,-300,-300
0,3,3,0,3,-300,-300,-300,-300,-300,-300,-300,-300
0,3,3,1,0,-300,-300,-300,-300,-300,-300,-300,-300
0,3,3,1,1,-300,-300,-300,-300,-300,-300,-300,-300
0,3,3,1,2,-300,-300,-300,-300,-300,-300,-300,-300
0,3,3,1,3,-300,-300,-300,-300,-300,-300,-300,-300
0,3,3,2,0,-300,-300,-300,-300,-300,-300,-300,-300
0,3,3,2,1,-300,-300,-300,-300,-300,-300,-300,-300
0,3,3,2,2,-300,-300,-300,-300,-300,-300,-300,-300
0,3,3,2,3,-300,-300,-300,-300,-300,-300,-300,-300
0,3,3,3,0,-300,-300,-300,-300,-300,-300,-300,-300
0,3,3,3,1,-300,-300,-300,-300,-300,-300,-300,-300
0,3,3,3,2,-300,-300,-300,-300,-300,-300,-300,-300
0,3,3,3,3,-300,-300,-300,-300,-300,-300,-300,-300
1,0,0,0,0,-1,-1,-1,167,-1,-1,-1,-1
1,0,0,0,1,-1,-1,-1,167,-1,-1,-1,-1
1,0,0,0,2,-1,-1,-1,167,-1,0,-1,-1
1,0,0,0,3,-1,-1,-1,167,-1,0,-1,-1
1,0,0,1,0,-1,234,-1,167,-1,-1,-1,-1
1,0,0,1,1,-1,200,-1,167,-1,-1,-1,-1
1,0,0,1,2,-1,-1,-1,167,-1,0,-1,-1
1,0,0,1,3,-1,-1,-1,167,-1,0,-1,-1
1,0,0,2,0,16,0,-1,167,-1,-1,-1,-1
1,0,0,2,1,14,0,-1,167,-1,-1,-1,-1
1,0,0,2,2,-1,-1,-1,167,-1,0,-1,-1
1,0,0,2,3,-1,-1,-1,167,-1,0,-1,-1
1,0,0,3,0,18,0,-1,167,-1,-1,-1,-1
1,0,0,3,1,16,0,-1,167,-1,-1,-1,-1
1,0,0,3,2,-1,-1,-1,167,-1,0,-1,-1
1,0,0,3,3,-1,-1,-1,167,-1,0,-1,-1
1,0,1,0,0,-1,-1,67,-1,-1,-1,-1,-1
1,0,1,0,1,-1,-1,67,-1,-1,-1,-1,-1
1,0,1,0,2,-1,-1,67,-1,-1,0,-1,-1
1,0,1,0,3,-1,-1,67,-1,-1,0,-1,-1
1,0,1,1,0,-1,234,67,-1,-1,-1,-1,-1
1,0,1,1,1,-1,200,67,-1,-1,-1,-1,-1
1,0,1,1,2,-1,-1,67,-1,-1,0,-1,-1
1,0,1,1,3,-1,-1,67,-1,-1,0,-1,-1
1,0,1,2,0,16,0,67,-1,-1,-1,-1,-1
1,0,1,2,1,14,0,67,-1,-1,-1,-1,-1
1,0,1,2,2,-1,-1,67,-1,-1,0,-1,-1
1,0,1,2,3,-1,-1,67,-1,-1,0,-1,-1
1,0,1,3,0,18,0,67,-1,-1,-1,-1,-1
1,0,1,3,1,16,0,67,-1,-1,-1,-1,-1
1,0,1,3,2,-1,-1,67,-1,-1,0,-1,-1
1,0,1,3,3,-1,-1,67,-1,-1,0,-1,-1
1,0,2,0,0,-1,-1,50,-1,-1,-1,-1,-1
1,0,2,0,1,-1,-1,50,-1,-1,-1,-1,-1
1,0,2,0,2,-1,-1,50,-1,-1,0,-1,-1
1,0,2,0,3,-1,-1,50,-1,-1,0,-1,-1
1,0,2,1,0,-1,234,50,-1,-1,-1,-1,-1
1,0,2,1,1,-1,200,50,-1,-1,-1,-1,-1
1,0,2,1,2,-1,-1,50,-1,-1,0,-1,-1
1,0,2,1,3,-1,-1,50,-1,-1,0,-1,-1
1,0,2,2,0,16,0,50,-1,-1,-1,-1,-1
1,0,2,2,1,14,0,50,-1,-1,-1,-1,-1
1,0,2,2,2,-1,-1,50,-1,-1,0,-1,-1
1,0,2,2,3,-1,-1,50,-1,-1,0,-1,-1
1,0,2,3,0,18,0,50,-1,-1,-1,-1,-1
1,0,2,3,1,16,0,50,-1,-1,-1,-1,-1
1,0,2,3,2,-1,-1,50,-1,-1,0,-1,-1
1,0,2,3,3,-1,-1,50,-1,-1,0,-1,-1
1,0,3,0,0,-1,-1,34,-1,-1,-1,-1,-1
1,0,3,0,1,-1,-1,34,-1,-1,-1,-1,-1
1,0,3,0,2,-1,-1,34,-1,-1,0,-1,-1
1,0,3,0,3,-1,-1,34,-1,-1,0,-1,-1
1,0,3,1,0,-1,234,34,-1,-1,-1,-1,-1
1,0,3,1,1,-1,200,34,-1,-1,-1,-1,-1
1,0,3,1,2,-1,-1,34,-1,-1,0,-1,-1
1,0,3,1,3,-1,-1,34,-1,-1,0,-1,-1
1,0,3,2,0,16,0,34,-1,-1,-1,-1,-1
1,0,3,2,1,14,0,34,-1,-1,-1,-1,-1
1,0,3,2,2,-1,-1,34,-1,-1,0,-1,-1
1,0,3,2,3,-1,-1,34,-1,-1,0,-1,-1
1,0,3,3,0,18,0,34,-1,-1,-1,-1,-1
1,0,3,3,1,16,0,34,-1,-1,-1,-1,-1
1,0,3,3,2,-1,-1,34,-1,-1,0,-1,-1
1,0,3,3,3,-1,-1,34,-1,-1,0,-1,-1
1,1,0,0,0,-1,-1,-1,167,-1,-1,-1,-1
1,1,0,0,1,-1,-1,-1,167,-1,-1,-1,-1
1,1,0,0,2,-1,-1,-1,167,-1,0,-1,-1
1,1,0,0,3,-1,-1,-1,167,-1,0,-1,-1
1,1,0,1,0,-1,234,-1,167,-1,-1,-1,-1
1,1,0,1,1,-1,200,-1,167,-1,-1,-1,-1
1,1,0,1,2,-1,-1,-1,167,-1,0,-1,-1
1,1,0,1,3,-1,-1,-1,167,-1,0,-1,-1
1,1,0,2,0,16,0,-1,167,-1,-1,-1,-1
1,1,0,2,1,14,0,-1,167,-1,-1,-1,-1
1,1,0,2,2,-1,-1,-1,167,-1,0,-1,-1
1,1,0,2,3,-1,-1,-1,167,-1,0,-1,-1
1,1,0,3,0,18,0,-1,167,-1,-1,-1,-1
1,1,0,3,1,16,0,-1,167,-1,-1,-1,-1
1,1,0,3,2,-1,-1,-1,167,-1,0,-1,-1
1,1,0,3,3,-1,-1,-1,167,-1,0,-1,-1
1,1,1,0,0,-1,-1,67,-1,-1,-1,-1,-1
1,1,1,0,1,-1,-1,67,-1,-1,-1,-1,-1
1,1,1,0,2,-1,-1,67,-1,-1,0,-1,-1
1,1,1,0,3,-1,-1,67,-1,-1,0,-1,-1
1,1,1,1,0,-1,234,67,-1,-1,-1,-1,-1
1,1,1,1,1,-1,200,67,-1,-1,-1,-1,-1
1,1,1,1,2,-1,-1,67,-1,-1,0,-1,-1
1,1,1,1,3,-1,-1,67,-1,-1,0,-1,-1
1,1,1,2,0,16,0,67,-1,-1,-1,-1,-1
1,1,1,2,1,14,0,67,-1,-1,-1,-1,-1
1,1,1,2,2,-1,-1,67,-1,-1,0,-1,-1
1,1,1,2,3,-1,-1,67,-1,-1,0,-1,-1
1,1,1,3,0,18,0,67,-1,-1,-1,-1,-1
1,1,1,3,1,16,0,67,-1,-1,-1,-1,-1
1,1,1,3,2,-1,-1,67,-1,-1,0,-1,-1
1,1,1,3,3,-1,-1,67,-1,-1,0,-1,-1
1,1,2,0,0,-1,-1,50,-1,-1,-1,-1,-1
1,1,2,0,1,-1,-1,50,-1,-1,-1,-1,-1
1,1,2,0,2,-1,-1,50,-1,-1,0,-1,-1
1,1,2,0,3,-1,-1,50,-1,-1,0,-1,-1
1,1,2,1,0,-1,234,50,-1,-1,-1,-1,-1
1,1,2,1,1,-1,200,50,-1,-1,-1,-1,-1
1,1,2,1,2,-1,-1,50,-1,-1,0,-1,-1
1,1,2,1,3,-1,-1,50,-1,-1,0,-1,-1
1,1,2,2,0,16,0,50,-1,-1,-1,-1,-1
1,1,2,2,1,14,0,50,-1,-1,-1,-1,-1
1,1,2,2,2,-1,-1,50,-1,-1,0,-1,-1
1,1,2,2,3,-1,-1,50,-1,-1,0,-1,-1
1,1,2,3,0,18,0,50,-1,-1,-1,-1,-1
1,1,2,3,1,16,0,50,-1,-1,-1,-1,-1
1,1,2,3,2,-1,-1,50,-1,-1,0,-1,-1
1,1,2,3,3,-1,-1,50,-1,-1,0,-1,-1
1,1,3,0,0,-1,-1,34,-1,-1,-1,-1,-1
1,1,3,0,1,-1,-1,34,-1,-1,-1,-1,-1
1,1,3,0,2,-1,-1,34,-1,-1,0,-1,-1
1,1,3,0,3,-1,-1,34,-1,-1,0,-1,-1
1,1,3,1,0,-1,234,34,-1,-1,-1,-1,-1
1,1,3,1,1,-1,200,34,-1,-1,-1,-1,-1
1,1,3,1,2,-1,-1,34,-1,-1,0,-1,-1
1,1,3,1,3,-1,-1,34,-1,-1,0,-1,-1
1,1,3,2,0,16,0,34,-1,-1,-1,-1,-1
1,1,3,2,1,14,0,34,-1,-1,-1,-1,-1
1,1,3,2,2,-1,-1,34,-1,-1,0,-1,-1
1,1,3,2,3,-1,-1,34,-1,-1,0,-1,-1
1,1,3,3,0,18,0,34,-1,-1,-1,-1,-1
1,1,3,3,1,16,0,34,-1,-1,-1,-1,-1
1,1,3,3,2,-1,-1,34,-1,-1,0,-1,-1
1,1,3,3,3,-1,-1,34,-1,-1,0,-1,-1
1,2,0,0,0,-1,-1,-1,167,-1,-1,-1,-1
1,2,0,0,1,-1,-1,-1,167,-1,-1,-1,-1
1,2,0,0,2,-1,-1,-1,167,0,-1,-1,-1
1,2,0,0,3,-1,-1,-1,167,0,-1,-1,-1
1,2,0,1,0,-1,234,-1,167,-1,-1,-1,-1
1,2,0,1,1,-1,200,-1,167,-1,-1,-1,-1
1,2,0,1,2,-1,-1,-1,167,0,-1,-1,-1
1,2,0,1,3,-1,-1,-1,167,0,-1,-1,-1
1,2,0,2,0,16,0,-1,167,-1,-1,-1,-1
1,2,0,2,1,14,0,-1,167,-1,-1,-1,-1
1,2,0,2,2,-1,-1,-1,167,0,-1,-1,-1
1,2,0,2,3,-1,-1,-1,167,0,-1,-1,-1
1,2,0,3,0,18,0,-1,167,-1,-1,-1,-1
1,2,0,3,1,16,0,-1,167,-1,-1,-1,-1
1,2,0,3,2,-1,-1,-1,167,0,-1,-1,-1
1,2,0,3,3,-1,-1,-1,167,0,-1,-1,-1
1,2,1,0,0,-1,-1,67,-1,-1,-1,-1,-1
1,2,1,0,1,-1,-1,67,-1,-1,-1,-1,-1
1,2,1,0,2,-1,-1,67,-1,0,-1,-1,-1
1,2,1,0,3,-1,-1,67,-1,0,-1,-1,-1
1,2,1,1,0,-1,234,67,-1,-1,-1,-1,-1
1,2,1,1,1,-1,200,67,-1,-1,-1,-1,-1
1,2,1,1,2,-1,-1,67,-1,0,-1,-1,-1
1,2,1,1,3,-1,-1,67,-1,0,-1,-1,-1
1,2,1,2,0,16,0,67,-1,-1,-1,-1,-1
1,2,1,2,1,14,0,67,-1,-1,-1,-1,-1
1,2,1,2,2,-1,-1,67,-1,0,-1,-1,-1
1,2,1,2,3,-1,-1,67,-1,0,-1,-1,-1
1,2,1,3,0,18,0,67,-1,-1,-1,-1,-1
1,2,1,3,1,16,0,67,-1,-1,-1,-1,-1
1,2,1,3,2,-1,-1,67,-1,0,-1,-1,-1
1,2,1,3,3,-1,-1,67,-1,0,-1,-1,-1
1,2,2,0,0,-1,-1,50,-1,-1,-1,-1,-1
1,2,2,0,1,-1,-1,50,-1,-1,-1,-1,-1
